Vehicle_ID,ID,time,xloc,yloc,line_integral_values,maneuver
2015,0,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2064.320125 2065.0471   2065.7711   2066.492625 2067.211675 2067.92825
 2068.64235  2069.353975 2070.063125 2070.7698   2071.4745   2072.177225
 2072.8785   2073.578325 2074.276725 2074.9742   2075.670725 2076.366325
 2077.0615   2077.75675  2078.4521   2079.14755  2079.8436   2080.54075
 2081.239    2081.93835  2082.6388   2083.34085  2084.045    2084.75125
 2085.4596   2086.17005  2086.8831   2087.59925  2088.318    2089.039325
 2089.7637   2090.490625 2091.2201   2091.9521   2092.686625 2093.423675
 2094.162725 2094.903775 2095.64735  2096.39345  2097.14205  2097.893175
 2098.646825 2099.403    2100.1617  ]","[148.15 148.08 148.02 147.95 147.88 147.82 147.75 147.69 147.62 147.56
 147.5  147.43 147.37 147.31 147.25 147.18 147.12 147.06 147.   146.93
 146.87 146.81 146.74 146.68 146.62 146.55 146.49 146.43 146.37 146.3
 146.24 146.18 146.12 146.05 145.99 145.93 145.87 145.81 145.75 145.69
 145.63 145.56 145.5  145.44 145.38 145.32 145.26 145.2  145.14 145.07
 145.01]",0.0,6
2015,3,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2083.523625 2084.23905  2084.955525 2085.67305  2086.391625 2087.111275
 2087.832    2088.554275 2089.2781   2090.0035   2090.730975 2091.4605
 2092.192075 2092.925175 2093.6598   2094.39595  2095.133625 2095.873325
 2096.614525 2097.356725 2098.100425 2098.845625 2099.591825 2100.339525
 2101.0887   2101.83885  2102.59     2103.34215  2104.0958   2104.85095
 2105.6071   2106.36475  2107.1239   2107.88405  2108.6457   2109.40885
 2110.172475 2110.93655  2111.701075 2112.46555  2113.22995  2113.994275
 2114.75805  2115.521275 2116.28445  2117.047075 2117.809175 2118.571275
 2119.333875 2120.096975 2120.860075]","[146.23 146.17 146.11 146.05 145.99 145.93 145.87 145.8  145.74 145.68
 145.61 145.55 145.49 145.42 145.36 145.3  145.23 145.17 145.11 145.04
 144.98 144.92 144.85 144.79 144.73 144.66 144.6  144.54 144.47 144.41
 144.35 144.28 144.22 144.15 144.09 144.03 143.96 143.9  143.84 143.77
 143.71 143.65 143.59 143.53 143.46 143.4  143.34 143.28 143.22 143.16
 143.11]",0.0,6
2015,52,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2156.197    2156.9506   2157.6936   2158.426025 2159.148375 2159.86015
 2160.561375 2161.252575 2161.93375  2162.6054   2163.267575 2163.9203
 2164.564575 2165.2004   2165.8278   2166.4478   2167.0609   2167.667125
 2168.267    2168.861025 2169.4497   2170.033525 2170.613025 2171.1887
 2171.76055  2172.3291   2172.894825 2173.458225 2174.0198   2174.57955
 2175.137475 2175.69355  2176.248275 2176.802125 2177.3551   2177.907225
 2178.458475 2179.009325 2179.5598   2180.1099   2180.6601   2181.2104
 2181.7608   2182.311275 2182.862325 2183.413975 2183.9662   2184.518975
 2185.072325 2185.62625  2186.180725]","[139.8  139.73 139.66 139.59 139.52 139.45 139.39 139.32 139.25 139.19
 139.13 139.06 139.   138.94 138.88 138.82 138.77 138.71 138.65 138.6
 138.54 138.49 138.43 138.38 138.33 138.28 138.23 138.18 138.13 138.08
 138.03 137.98 137.93 137.88 137.83 137.79 137.74 137.69 137.65 137.6
 137.55 137.51 137.46 137.42 137.37 137.33 137.28 137.24 137.19 137.15
 137.1 ]",0.0,6
2015,57,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2133.164    2134.0215   2134.877925 2135.7333   2136.5871   2137.438825
 2138.288475 2139.136025 2139.981475 2140.824325 2141.664075 2142.500725
 2143.333775 2144.162725 2144.98755  2145.807725 2146.62275  2147.432625
 2148.23685  2149.034925 2149.82635  2150.610625 2151.38775  2152.157725
 2152.920575 2153.676325 2154.424975 2155.166525 2155.901    2156.628425
 2157.3488   2158.06215  2158.768975 2159.469275 2160.163075 2160.85035
 2161.5306   2162.20435  2162.8716   2163.53235  2164.1866   2164.834375
 2165.476175 2166.112    2166.742375 2167.3673   2167.986775 2168.6013
 2169.2114   2169.8176   2170.4199  ]","[141.77 141.7  141.63 141.56 141.5  141.43 141.37 141.31 141.24 141.18
 141.12 141.05 140.99 140.93 140.87 140.81 140.75 140.68 140.63 140.57
 140.51 140.45 140.39 140.34 140.28 140.23 140.17 140.12 140.07 140.01
 139.96 139.9  139.85 139.8  139.74 139.69 139.63 139.58 139.52 139.47
 139.41 139.36 139.3  139.25 139.19 139.14 139.08 139.03 138.98 138.93
 138.87]",0.0,6
2015,61,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2110.20615  2110.96495  2111.72325  2112.480525 2113.237275 2113.993525
 2114.749275 2115.50505  2116.26035  2117.01515  2117.76995  2118.52425
 2119.277525 2120.029775 2120.781    2121.531175 2122.280325 2123.02845
 2123.775025 2124.52005  2125.26355  2126.005525 2126.745975 2127.484925
 2128.222875 2128.959825 2129.6963   2130.432825 2131.1689   2131.904525
 2132.640175 2133.37585  2134.11155  2134.846775 2135.581525 2136.315775
 2137.0495   2137.7827   2138.514375 2139.2445   2139.973075 2140.699075
 2141.422475 2142.143275 2142.860475 2143.57405  2144.284    2144.98985
 2145.6916   2146.38925  2147.083325]","[143.42 143.36 143.3  143.24 143.18 143.12 143.06 143.   142.94 142.88
 142.81 142.75 142.69 142.63 142.57 142.51 142.45 142.39 142.33 142.27
 142.2  142.14 142.08 142.02 141.96 141.9  141.84 141.78 141.72 141.66
 141.6  141.53 141.47 141.41 141.35 141.29 141.23 141.17 141.11 141.05
 140.99 140.94 140.88 140.82 140.77 140.72 140.66 140.61 140.56 140.51
 140.46]",0.0,6
2015,145,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2046.2174   2047.0572   2047.895    2048.7303   2049.563125 2050.393975
 2051.222825 2052.049175 2052.873025 2053.694875 2054.514225 2055.33055
 2056.143825 2056.95405  2057.761225 2058.56485  2059.364925 2060.161475
 2060.9545   2061.7445   2062.5315   2063.3155   2064.0965   2064.874525
 2065.650075 2066.42315  2067.19375  2067.962375 2068.72905  2069.493775
 2070.256525 2071.0173   2071.7756   2072.5314   2073.2852   2074.0365
 2074.7853   2075.531575 2076.274825 2077.01505  2077.752225 2078.486375
 2079.217    2079.9441   2080.668175 2081.38975  2082.10885  2082.825475
 2083.540125 2084.2528   2084.963525]","[150.14 150.07 150.   149.93 149.86 149.79 149.71 149.64 149.57 149.5
 149.43 149.36 149.28 149.21 149.14 149.07 149.   148.93 148.86 148.78
 148.71 148.64 148.57 148.5  148.43 148.36 148.28 148.21 148.14 148.06
 147.99 147.92 147.84 147.77 147.69 147.62 147.54 147.47 147.4  147.33
 147.25 147.18 147.11 147.04 146.97 146.9  146.83 146.76 146.68 146.61
 146.54]",0.0,6
2015,537,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1997.281775 1998.1875   1999.09315  1999.9987   2000.904175 2001.809075
 2002.712875 2003.615575 2004.516675 2005.416175 2006.314075 2007.209875
 2008.103575 2008.995175 2009.8847   2010.77215  2011.657525 2012.54085
 2013.421625 2014.29985  2015.176025 2016.04965  2016.920725 2017.789775
 2018.6563   2019.519775 2020.3807   2021.239075 2022.094425 2022.94675
 2023.796025 2024.64225  2025.48545  2026.325625 2027.162775 2027.996925
 2028.828075 2029.6562   2030.4813   2031.3039   2032.124    2032.9411
 2033.7552   2034.566825 2035.375975 2036.182625 2036.986775 2037.787925
 2038.586575 2039.382725 2040.175875]","[154.31 154.22 154.14 154.05 153.97 153.88 153.8  153.71 153.63 153.54
 153.45 153.37 153.28 153.2  153.11 153.03 152.94 152.86 152.78 152.69
 152.61 152.53 152.44 152.36 152.28 152.2  152.12 152.04 151.96 151.87
 151.79 151.72 151.64 151.56 151.48 151.4  151.32 151.25 151.17 151.09
 151.02 150.94 150.87 150.79 150.72 150.64 150.57 150.49 150.42 150.35
 150.27]",0.0,6
2015,540,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2018.7155   2019.65745  2020.5958   2021.530525 2022.461625 2023.3886
 2024.31145  2025.230175 2026.144775 2027.054775 2027.959675 2028.859975
 2029.755675 2030.645775 2031.5303   2032.40975  2033.2836   2034.151875
 2035.014575 2035.8712   2036.722275 2037.5678   2038.407275 2039.2412
 2040.0696   2040.8925   2041.7104   2042.5228   2043.3297   2044.1316
 2044.9285   2045.7204   2046.5073   2047.2892   2048.0656   2048.8365
 2049.6024   2050.3633   2051.1192   2051.870125 2052.616075 2053.35705
 2054.09355  2054.825575 2055.55315  2056.276775 2056.99645  2057.712675
 2058.42545  2059.134275 2059.83965 ]","[152.36 152.27 152.17 152.08 151.99 151.89 151.8  151.71 151.61 151.52
 151.43 151.34 151.25 151.16 151.07 150.98 150.9  150.81 150.72 150.64
 150.55 150.47 150.39 150.31 150.22 150.14 150.06 149.98 149.9  149.82
 149.74 149.67 149.59 149.51 149.44 149.36 149.29 149.21 149.14 149.07
 148.99 148.92 148.85 148.78 148.71 148.63 148.56 148.49 148.42 148.35
 148.28]",0.0,6
2015,732,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1970.078125 1970.8448   1971.615625 1972.3906   1973.169725 1973.9535
 1974.7424   1975.535925 1976.334075 1977.137825 1977.947175 1978.761625
 1979.58115  1980.405725 1981.23535  1982.070025 1982.909225 1983.752425
 1984.5996   1985.450725 1986.305825 1987.164375 1988.02585  1988.890275
 1989.757125 1990.625875 1991.496525 1992.369075 1993.243025 1994.11785
 1994.99305  1995.868125 1996.74305  1997.617325 1998.49045  1999.362425
 2000.23275  2001.1009   2001.966375 2002.828675 2003.6878   2004.54325
 2005.394525 2006.24165  2007.084625 2007.923475 2008.758225 2009.588375
 2010.413925 2011.235375 2012.05275 ]","[156.65 156.58 156.51 156.44 156.37 156.3  156.23 156.16 156.09 156.02
 155.94 155.87 155.79 155.72 155.64 155.57 155.49 155.41 155.33 155.25
 155.17 155.09 155.   154.92 154.84 154.76 154.67 154.59 154.5  154.42
 154.33 154.25 154.16 154.08 153.99 153.91 153.82 153.74 153.65 153.56
 153.48 153.39 153.31 153.22 153.14 153.05 152.97 152.89 152.8  152.72
 152.64]",0.0,6
2015,788,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1940.011275 1940.94105  1941.86735  1942.790175 1943.70905  1944.624475
 1945.536425 1946.4449   1947.349925 1948.2515   1949.150125 1950.0463
 1950.94005  1951.831375 1952.72075  1953.6082   1954.49375  1955.377375
 1956.259575 1957.14085  1958.0212   1958.90065  1959.7792   1960.65735
 1961.5356   1962.41395  1963.2929   1964.172975 1965.054175 1965.936975
 1966.8214   1967.70745  1968.5951   1969.484325 1970.3751   1971.267425
 1972.1613   1973.0562   1973.9521   1974.849    1975.7469   1976.6453
 1977.5442   1978.4441   1979.345    1980.2464   1981.1483   1982.051175
 1982.954525 1983.857875 1984.7617  ]","[159.09 159.02 158.95 158.89 158.82 158.75 158.68 158.61 158.54 158.47
 158.4  158.33 158.26 158.19 158.12 158.05 157.98 157.91 157.83 157.76
 157.69 157.61 157.54 157.46 157.39 157.31 157.24 157.16 157.08 157.01
 156.93 156.85 156.77 156.69 156.61 156.54 156.46 156.38 156.3  156.22
 156.14 156.06 155.98 155.9  155.82 155.74 155.66 155.57 155.49 155.41
 155.32]",0.0,6
